did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18335023503,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335023694,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335023959,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335024006,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335024102,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335024126,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335024448,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335024522,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335026225,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335028383,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449981331,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449981953,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449981962,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449982139,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449983993,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449984918,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449984946,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449986594,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449987617,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449989209,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555240195,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555240197,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555240555,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555240692,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555243924,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555244409,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555244891,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555245948,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555246322,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555246438,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664991766,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664992704,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664993352,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664993572,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994783,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994954,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664995043,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664996113,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664998169,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664999711,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777840117,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777840278,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777840307,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777840715,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777841623,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777845049,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777845393,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777845823,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777849007,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777849047,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884083153,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884083846,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884084033,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884085632,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884085643,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884085877,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884088001,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884088038,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
