did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18333634196,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333634380,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333634591,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333634924,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333634936,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333635091,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333635166,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333638188,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406143,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406453,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406467,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406474,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406655,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449406974,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449407146,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555121496,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555122653,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555123443,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555123937,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555125070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555126839,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555127742,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555127899,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667910237,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667910468,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667910745,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667911721,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667912194,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667912915,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667913198,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667915353,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774042062,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774042915,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774043593,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774045019,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774045858,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774046802,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774047351,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774048599,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774048737,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888150987,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888151759,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888153141,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888153374,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888153867,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888154632,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888154645,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888156045,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888156326,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888159464,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
