did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18446500974,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446501038,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446501873,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446502240,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446502258,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446502522,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446503446,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446504956,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446506147,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446507273,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885820032,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885820160,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885821225,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886381150,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886385052,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886385143,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886385664,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886385935,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886386078,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886388505,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
