did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18774950564,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774950896,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774953434,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955174,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955346,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955712,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955715,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774955922,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774957275,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339520497,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339524711,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339524844,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339525258,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339525540,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339525677,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339525765,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339525939,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339526100,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18339529030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445141152,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445142298,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445143636,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445143672,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445145167,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445146020,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445146070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445146166,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445146240,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445149611,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553910052,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553910408,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553911667,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553912599,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553912978,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553914082,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553916760,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553917355,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553917754,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553919204,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665410350,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665411662,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665411732,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665411807,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665411881,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665413156,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665413937,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665414774,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18665416809,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
