did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18336708275,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336708339,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336708350,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336708429,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336708477,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445493464,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445493734,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445493787,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445493954,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445494730,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556654045,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556654646,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556656684,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556658950,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556659298,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668485128,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668485226,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668485547,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668485679,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668485761,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773965054,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773966616,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773967275,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773968008,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773969323,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885402295,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885402616,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885402789,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885404555,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885404638,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
