did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18774100990,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774102356,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774102958,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774103997,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774104077,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774104936,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774106373,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774106743,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774108488,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774108974,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044370,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044380,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044432,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044532,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044564,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044587,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888044825,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888045017,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888045836,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18888046019,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
