did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18887540871,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887541231,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887541292,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887541501,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887542051,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887542450,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887543091,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887543102,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887543118,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887543138,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773011913,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773011957,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773012919,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773013124,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773014095,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773016030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773016498,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773017078,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773018313,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773019981,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664180211,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
8664184447,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664185259,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664185983,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664186366,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664187318,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664187544,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664188303,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664189471,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664189961,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553431455,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553434465,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553435402,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553437967,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553438869,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553439011,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553439012,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553439040,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553439082,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444392351,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444393889,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444395858,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444395975,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444396300,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444397048,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444397076,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444397420,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444397463,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444397947,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338940663,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338944013,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338944029,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338946056,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338946071,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338947270,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338947324,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338947347,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338947959,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338948235,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
