did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18336773745,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336774116,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336774740,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336776397,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336777312,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336777805,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336778340,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18336778964,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337123751,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337127390,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444110062,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444111514,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444113717,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444114060,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444114450,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444114460,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444115702,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444116040,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18444118383,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445693125,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554700126,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554700283,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554700308,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554700382,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554701047,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554701347,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554704099,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554704452,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554704760,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557786240,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663105368,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663105415,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106062,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106124,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106211,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106216,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106270,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106281,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663106309,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664543126,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774960132,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774960389,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774960605,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774961106,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774961455,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774963068,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774966198,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774966887,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774968305,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776555190,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886388544,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886389863,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886389873,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18889700175,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18889700538,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18889702077,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18889703798,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886920314,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886923215,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886924131,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
