did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18333512730,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333513902,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333515255,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333515375,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333515449,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333515523,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18333517446,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337785090,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449220028,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449220077,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449221500,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449224490,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449226161,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449228020,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449228591,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449985588,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556630104,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556633304,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556634830,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556634917,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556634930,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18556635279,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555822419,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18555823493,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664810599,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664811029,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664812490,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664812885,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664814109,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664815207,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664815645,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664815715,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774531116,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774531740,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774532144,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774532206,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774533305,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774533568,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774536156,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774538009,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885863840,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885863940,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885864030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885864107,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885864154,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885864158,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885864568,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
