did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18335504546,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504561,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504576,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504584,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504598,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504694,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504847,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504855,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504858,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18335504882,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449011144,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449013664,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449014606,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449014614,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449014630,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449014668,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449015473,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449015655,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449016735,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449016766,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557270034,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557270216,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557270265,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557270708,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557272201,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557272462,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557273014,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557274854,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557277619,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557279983,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250148,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250271,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250276,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250487,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250536,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668250770,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668252526,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668254098,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668256781,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18668258530,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773422327,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773422328,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773422450,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773423488,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773424367,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773424689,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773427796,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773428122,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773428405,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18773429734,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886280877,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886280885,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886280942,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281127,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281490,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281597,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281627,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281693,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281813,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886281959,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
