did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18887650039,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887651864,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887651879,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887651968,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887653077,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887653158,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887653651,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887653745,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887654459,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887659101,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
