did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18333519799,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449228830,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667158506,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150033,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150127,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150156,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150159,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150163,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667150679,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667153113,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18667154336,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774538923,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18774539739,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885866564,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18885868859,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
