did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18334902489,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334902527,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334902570,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334904214,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334904237,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334904455,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334904514,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334908030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334908070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18334909070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446750070,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446750157,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446750513,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446750923,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446751195,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446751658,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446751722,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446754623,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446759247,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18446759393,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554500531,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554501421,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554502051,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554502055,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554503399,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18554503925,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663271263,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663272060,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663273380,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663273925,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663273951,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663273969,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663273989,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663274094,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663277039,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18663277071,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776910379,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776911432,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776911602,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776911757,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776912035,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776912069,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776914743,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776915426,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776915430,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18776917338,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887450569,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887451565,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887451583,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887451691,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887451775,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887451787,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887452592,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887452787,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887452907,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887456355,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
