did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18887990976,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887991224,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887991233,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887993306,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887993312,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887993654,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887996991,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887997167,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887997269,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887998406,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
