did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18338935395,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338935515,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338936565,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338937760,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18338939030,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445713104,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445713392,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445713725,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445714224,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445714455,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553741558,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553742204,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553745585,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553748665,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18553748792,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18666763016,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18666763022,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18666763140,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18666764382,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18666765472,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778600707,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778601976,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778605335,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778606199,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778608224,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884681058,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884681167,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884681202,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884681391,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18884681472,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
