did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18332811376,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332811407,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332811420,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332811812,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332811821,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332816358,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332816456,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18332816688,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449550385,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449555153,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556128,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556150,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556205,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556252,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556290,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449556312,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18449557040,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557150912,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557151539,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557152933,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557153303,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557153401,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557154826,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669603567,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669603757,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669603851,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669603978,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669604142,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669604145,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669604204,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18669604575,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778046976,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048271,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048295,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048399,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048430,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048556,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048627,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048749,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048799,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18778048816,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886540959,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886543145,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886543192,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886545574,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886547090,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886547256,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886547642,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18886549945,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
