did_ no.,inbound,did_group,country,activated,montly_ rate,connect_ charge,selling _rate,retail_ min_ duration,retail_ billing_ block
18337392781,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393309,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393323,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393356,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393392,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393416,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393486,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393571,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393583,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18337393616,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445812169,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445812471,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815410,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815476,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815521,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815541,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815556,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815569,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18445815570,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557890036,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557890083,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557890171,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557892760,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557894592,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557894634,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18557894642,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664991510,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664992323,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664993028,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994634,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994728,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994743,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664994983,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664995311,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664997071,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664997121,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18664999424,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777110863,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777111954,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777112041,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777112044,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777112161,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777114372,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777114466,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777115522,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777117951,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18777118214,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887081860,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887082220,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887082419,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887083026,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887250914,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887254770,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887256171,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887259507,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887259528,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
18887259853,Inteliquent_Carrier,1,225,1,12,0,0.03,6,6
